customer_id,timestamp,event,product_id,status
C0013,2026-08-06 14:33:00,product_discovery,P039,success
C0013,2026-08-06 14:38:00,product_view,P039,success
C0013,2026-08-06 14:44:00,cart_add,P039,success
C0013,2026-08-06 14:47:00,checkout_start,P039,success
C0013,2026-08-06 14:49:00,payment_attempt,P039,success
C0013,2026-08-06 14:53:00,payment_success,P039,success
C0013,2026-08-06 14:56:00,order_confirmation,P039,success
C0014,2026-08-01 10:47:00,product_discovery,P022,success
C0014,2026-08-01 10:48:00,product_view,P022,success
C0014,2026-08-01 10:52:00,cart_add,P022,success
C0015,2026-08-01 16:32:00,product_discovery,P005,success
C0015,2026-08-01 16:33:00,product_view,P005,success
C0016,2026-08-08 08:16:00,product_discovery,P026,success
C0016,2026-08-08 08:19:00,product_view,P026,success
C0016,2026-08-08 08:22:00,cart_add,P026,success
C0017,2026-08-13 15:56:00,product_discovery,P038,success
C0017,2026-08-13 16:01:00,product_view,P038,success
C0018,2026-08-06 00:16:00,product_discovery,P008,success
C0018,2026-08-06 00:17:00,product_view,P008,success
C0019,2026-08-20 20:27:00,product_discovery,P011,success
C0019,2026-08-20 20:30:00,product_view,P011,success
C0020,2026-08-07 13:59:00,product_discovery,P010,success
C0020,2026-08-07 14:02:00,product_view,P010,success
C0020,2026-08-07 14:05:00,cart_add,P010,success
C0021,2026-08-07 19:18:00,product_discovery,P029,success
C0021,2026-08-07 19:22:00,product_view,P029,success
C0021,2026-08-07 19:27:00,cart_add,P029,success
C0022,2026-08-09 22:23:00,product_discovery,P031,success
C0022,2026-08-09 22:24:00,product_view,P031,success
C0022,2026-08-09 22:29:00,cart_add,P031,success
C0022,2026-08-09 22:34:00,checkout_start,P031,success
C0022,2026-08-09 22:42:00,payment_attempt,P031,success
C0022,2026-08-09 22:45:00,payment_failure,P031,failed
C0023,2026-08-06 10:53:00,product_discovery,P028,success
C0024,2026-08-07 13:05:00,product_discovery,P035,success
C0025,2026-08-19 14:16:00,product_discovery,P035,success
C0025,2026-08-19 14:17:00,product_view,P035,success
C0025,2026-08-19 14:21:00,cart_add,P035,success
C0025,2026-08-19 14:27:00,checkout_start,P035,success
C0025,2026-08-19 14:33:00,payment_attempt,P035,success
C0025,2026-08-19 14:38:00,payment_success,P035,success
C0025,2026-08-19 14:40:00,order_confirmation,P035,success
C0026,2026-08-16 14:05:00,product_discovery,P031,success
C0026,2026-08-16 14:06:00,product_view,P031,success
C0027,2026-08-07 05:26:00,product_discovery,P004,success
C0028,2026-08-03 02:09:00,product_discovery,P004,success
C0028,2026-08-03 02:10:00,product_view,P004,success
C0029,2026-08-16 05:23:00,product_discovery,P032,success
C0029,2026-08-16 05:28:00,product_view,P032,success
C0029,2026-08-16 05:32:00,cart_add,P032,success
C0029,2026-08-16 05:44:00,checkout_start,P032,success
C0030,2026-08-10 05:23:00,product_discovery,P002,success
C0030,2026-08-10 05:24:00,product_view,P002,success
C0030,2026-08-10 05:34:00,cart_add,P002,success
C0030,2026-08-10 05:45:00,checkout_start,P002,success
C0030,2026-08-10 05:52:00,payment_attempt,P002,success
C0030,2026-08-10 05:56:00,payment_success,P002,success
C0030,2026-08-10 05:59:00,order_confirmation,P002,success
C0031,2026-08-04 08:58:00,product_discovery,P014,success
C0031,2026-08-04 09:01:00,product_view,P014,success
C0032,2026-08-19 19:35:00,product_discovery,P035,success
C0032,2026-08-19 19:36:00,product_view,P035,success
C0032,2026-08-19 19:43:00,cart_add,P035,success
C0033,2026-08-10 22:14:00,product_discovery,P001,success
C0033,2026-08-10 22:18:00,product_view,P001,success
C0034,2026-08-05 17:07:00,product_discovery,P037,success
C0034,2026-08-05 17:11:00,product_view,P037,success
C0034,2026-08-05 17:17:00,cart_add,P037,success
C0035,2026-08-15 18:13:00,product_discovery,P036,success
C0035,2026-08-15 18:18:00,product_view,P036,success
C0036,2026-08-12 10:42:00,product_discovery,P039,success
C0036,2026-08-12 10:45:00,product_view,P039,success
C0037,2026-08-13 10:07:00,product_discovery,P014,success
C0037,2026-08-13 10:08:00,product_view,P014,success
C0038,2026-08-06 18:34:00,product_discovery,P034,success
C0038,2026-08-06 18:37:00,product_view,P034,success
C0039,2026-08-03 07:06:00,product_discovery,P027,success
C0039,2026-08-03 07:11:00,product_view,P027,success
C0040,2026-08-20 11:10:00,product_discovery,P015,success
C0040,2026-08-20 11:14:00,product_view,P015,success
C0041,2026-08-04 14:45:00,product_discovery,P026,success
C0041,2026-08-04 14:50:00,product_view,P026,success
C0042,2026-08-09 19:24:00,product_discovery,P018,success
C0042,2026-08-09 19:25:00,product_view,P018,success
C0043,2026-08-01 20:20:00,product_discovery,P026,success
C0043,2026-08-01 20:23:00,product_view,P026,success
C0044,2026-08-04 22:28:00,product_discovery,P017,success
C0045,2026-08-07 08:18:00,product_discovery,P035,success
C0045,2026-08-07 08:19:00,product_view,P035,success
C0046,2026-08-03 15:57:00,product_discovery,P030,success
C0046,2026-08-03 15:59:00,product_view,P030,success
C0046,2026-08-03 16:00:00,cart_add,P030,success
C0047,2026-08-10 23:29:00,product_discovery,P019,success
C0048,2026-08-08 03:31:00,product_discovery,P001,success
C0048,2026-08-08 03:33:00,product_view,P001,success
C0049,2026-08-18 23:10:00,product_discovery,P033,success
C0049,2026-08-18 23:12:00,product_view,P033,success
C0050,2026-08-18 23:56:00,product_discovery,P002,success
C0050,2026-08-18 23:59:00,product_view,P002,success
C0051,2026-08-10 04:44:00,product_discovery,P004,success
C0051,2026-08-10 04:49:00,product_view,P004,success
C0052,2026-08-13 00:13:00,product_discovery,P028,success
C0052,2026-08-13 00:16:00,product_view,P028,success
C0052,2026-08-13 00:19:00,cart_add,P028,success
C0053,2026-08-08 09:29:00,product_discovery,P008,success
C0053,2026-08-08 09:31:00,product_view,P008,success
C0053,2026-08-08 09:32:00,cart_add,P008,success
C0054,2026-08-04 06:37:00,product_discovery,P017,success
C0054,2026-08-04 06:41:00,product_view,P017,success
C0054,2026-08-04 06:42:00,cart_add,P017,success
C0054,2026-08-04 06:46:00,checkout_start,P017,success
C0054,2026-08-04 06:47:00,payment_attempt,P017,success
C0054,2026-08-04 06:51:00,payment_success,P017,success
C0054,2026-08-04 06:52:00,order_confirmation,P017,success
C0055,2026-08-06 00:39:00,product_discovery,P024,success
C0055,2026-08-06 00:41:00,product_view,P024,success
C0056,2026-08-02 10:13:00,product_discovery,P026,success
C0056,2026-08-02 10:16:00,product_view,P026,success
C0057,2026-08-19 01:57:00,product_discovery,P029,success
C0057,2026-08-19 01:58:00,product_view,P029,success
C0058,2026-08-05 04:22:00,product_discovery,P021,success
C0058,2026-08-05 04:25:00,product_view,P021,success
C0059,2026-08-13 23:29:00,product_discovery,P002,success
C0059,2026-08-13 23:32:00,product_view,P002,success
C0059,2026-08-13 23:39:00,cart_add,P002,success
C0060,2026-08-03 10:47:00,product_discovery,P029,success
C0060,2026-08-03 10:48:00,product_view,P029,success
C0060,2026-08-03 10:50:00,cart_add,P029,success
C0061,2026-08-15 02:54:00,product_discovery,P002,success
C0061,2026-08-15 02:55:00,product_view,P002,success
C0061,2026-08-15 02:57:00,cart_add,P002,success
C0062,2026-08-16 01:59:00,product_discovery,P018,success
C0062,2026-08-16 02:01:00,product_view,P018,success
C0062,2026-08-16 02:08:00,cart_add,P018,success
C0063,2026-08-17 22:34:00,product_discovery,P017,success
C0063,2026-08-17 22:35:00,product_view,P017,success
C0063,2026-08-17 22:38:00,cart_add,P017,success
C0063,2026-08-17 22:47:00,checkout_start,P017,success
C0063,2026-08-17 22:54:00,payment_attempt,P017,success
C0063,2026-08-17 22:55:00,payment_success,P017,success
C0063,2026-08-17 22:56:00,order_confirmation,P017,success
C0064,2026-08-19 07:35:00,product_discovery,P013,success
C0064,2026-08-19 07:37:00,product_view,P013,success
C0064,2026-08-19 07:38:00,cart_add,P013,success
C0065,2026-08-06 07:51:00,product_discovery,P031,success
C0065,2026-08-06 07:56:00,product_view,P031,success
C0065,2026-08-06 07:58:00,cart_add,P031,success
C0065,2026-08-06 07:59:00,checkout_start,P031,success
C0065,2026-08-06 08:04:00,payment_attempt,P031,success
C0065,2026-08-06 08:08:00,payment_success,P031,success
C0065,2026-08-06 08:10:00,order_confirmation,P031,success
C0066,2026-08-14 08:35:00,product_discovery,P034,success
C0066,2026-08-14 08:36:00,product_view,P034,success
C0066,2026-08-14 08:37:00,cart_add,P034,success
C0067,2026-08-12 10:06:00,product_discovery,P028,success
C0067,2026-08-12 10:10:00,product_view,P028,success
C0067,2026-08-12 10:17:00,cart_add,P028,success
C0067,2026-08-12 10:28:00,checkout_start,P028,success
C0067,2026-08-12 10:36:00,payment_attempt,P028,success
C0067,2026-08-12 10:38:00,payment_success,P028,success
C0067,2026-08-12 10:41:00,order_confirmation,P028,success
C0068,2026-08-12 23:02:00,product_discovery,P017,success
C0068,2026-08-12 23:06:00,product_view,P017,success
C0069,2026-08-03 03:47:00,product_discovery,P004,success
C0069,2026-08-03 03:52:00,product_view,P004,success
C0070,2026-08-19 22:24:00,product_discovery,P022,success
C0070,2026-08-19 22:28:00,product_view,P022,success
C0070,2026-08-19 22:29:00,cart_add,P022,success
C0071,2026-08-17 05:58:00,product_discovery,P019,success
C0071,2026-08-17 06:03:00,product_view,P019,success
C0071,2026-08-17 06:10:00,cart_add,P019,success
C0072,2026-08-17 18:36:00,product_discovery,P015,success
C0072,2026-08-17 18:39:00,product_view,P015,success
C0073,2026-08-09 13:36:00,product_discovery,P007,success
C0073,2026-08-09 13:40:00,product_view,P007,success
C0074,2026-08-05 00:00:00,product_discovery,P013,success
C0074,2026-08-05 00:01:00,product_view,P013,success
C0075,2026-08-02 09:18:00,product_discovery,P029,success
C0075,2026-08-02 09:21:00,product_view,P029,success
C0076,2026-08-16 20:23:00,product_discovery,P014,success
C0076,2026-08-16 20:26:00,product_view,P014,success
C0077,2026-08-10 00:53:00,product_discovery,P004,success
C0077,2026-08-10 00:56:00,product_view,P004,success
C0078,2026-08-03 05:51:00,product_discovery,P030,success
C0078,2026-08-03 05:54:00,product_view,P030,success
C0079,2026-08-05 06:36:00,product_discovery,P016,success
C0079,2026-08-05 06:38:00,product_view,P016,success
C0080,2026-08-16 13:36:00,product_discovery,P015,success
C0080,2026-08-16 13:38:00,product_view,P015,success
C0080,2026-08-16 13:39:00,cart_add,P015,success
C0080,2026-08-16 13:50:00,checkout_start,P015,success
C0080,2026-08-16 13:51:00,payment_attempt,P015,success
C0080,2026-08-16 13:56:00,payment_success,P015,success
C0080,2026-08-16 13:59:00,order_confirmation,P015,success
C0081,2026-08-04 10:24:00,product_discovery,P020,success
C0081,2026-08-04 10:29:00,product_view,P020,success
C0081,2026-08-04 10:34:00,cart_add,P020,success
C0081,2026-08-04 10:36:00,checkout_start,P020,success
C0082,2026-08-07 08:41:00,product_discovery,P009,success
C0083,2026-08-12 08:12:00,product_discovery,P034,success
C0083,2026-08-12 08:15:00,product_view,P034,success
C0084,2026-08-20 00:56:00,product_discovery,P006,success
C0084,2026-08-20 01:01:00,product_view,P006,success
C0085,2026-08-10 08:03:00,product_discovery,P026,success
C0085,2026-08-10 08:05:00,product_view,P026,success
C0085,2026-08-10 08:06:00,cart_add,P026,success
C0086,2026-08-10 11:04:00,product_discovery,P006,success
C0086,2026-08-10 11:07:00,product_view,P006,success
C0086,2026-08-10 11:10:00,cart_add,P006,success
C0087,2026-08-18 20:32:00,product_discovery,P012,success
C0087,2026-08-18 20:36:00,product_view,P012,success
C0087,2026-08-18 20:42:00,cart_add,P012,success
C0087,2026-08-18 20:43:00,checkout_start,P012,success
C0087,2026-08-18 20:47:00,payment_attempt,P012,success
C0087,2026-08-18 20:50:00,payment_failure,P012,failed
C0088,2026-08-14 10:03:00,product_discovery,P033,success
C0088,2026-08-14 10:08:00,product_view,P033,success
C0088,2026-08-14 10:12:00,cart_add,P033,success
C0089,2026-08-14 02:25:00,product_discovery,P037,success
C0089,2026-08-14 02:28:00,product_view,P037,success
C0089,2026-08-14 02:30:00,cart_add,P037,success
C0090,2026-08-02 05:04:00,product_discovery,P036,success
C0090,2026-08-02 05:06:00,product_view,P036,success
C0091,2026-08-05 09:37:00,product_discovery,P038,success
C0091,2026-08-05 09:41:00,product_view,P038,success
C0092,2026-08-20 14:24:00,product_discovery,P039,success
C0092,2026-08-20 14:25:00,product_view,P039,success
C0093,2026-08-08 16:43:00,product_discovery,P035,success
C0093,2026-08-08 16:46:00,product_view,P035,success
C0093,2026-08-08 16:49:00,cart_add,P035,success
C0094,2026-08-15 18:55:00,product_discovery,P007,success
C0094,2026-08-15 19:00:00,product_view,P007,success
C0095,2026-08-17 08:41:00,product_discovery,P027,success
C0095,2026-08-17 08:42:00,product_view,P027,success
C0096,2026-08-06 06:34:00,product_discovery,P027,success
C0096,2026-08-06 06:35:00,product_view,P027,success
C0096,2026-08-06 06:41:00,cart_add,P027,success
C0096,2026-08-06 06:46:00,checkout_start,P027,success
C0097,2026-08-07 00:56:00,product_discovery,P011,success
C0097,2026-08-07 00:59:00,product_view,P011,success
C0098,2026-08-07 01:15:00,product_discovery,P019,success
C0098,2026-08-07 01:17:00,product_view,P019,success
C0098,2026-08-07 01:19:00,cart_add,P019,success
C0099,2026-08-12 16:30:00,product_discovery,P006,success
C0099,2026-08-12 16:35:00,product_view,P006,success
C0100,2026-08-10 13:53:00,product_discovery,P011,success
C0100,2026-08-10 13:56:00,product_view,P011,success
C0100,2026-08-10 14:02:00,cart_add,P011,success
C0100,2026-08-10 14:16:00,checkout_start,P011,success
C0100,2026-08-10 14:21:00,payment_attempt,P011,success
C0100,2026-08-10 14:22:00,payment_failure,P011,failed
C0101,2026-08-10 17:17:00,product_discovery,P026,success
C0101,2026-08-10 17:20:00,product_view,P026,success
C0101,2026-08-10 17:22:00,cart_add,P026,success
C0101,2026-08-10 17:33:00,checkout_start,P026,success
C0101,2026-08-10 17:37:00,payment_attempt,P026,success
C0101,2026-08-10 17:39:00,payment_failure,P026,failed
C0102,2026-08-11 22:42:00,product_discovery,P032,success
C0102,2026-08-11 22:47:00,product_view,P032,success
C0103,2026-08-11 18:08:00,product_discovery,P006,success
C0103,2026-08-11 18:13:00,product_view,P006,success
C0104,2026-08-01 08:49:00,product_discovery,P018,success
C0104,2026-08-01 08:54:00,product_view,P018,success
C0105,2026-08-01 20:07:00,product_discovery,P031,success
C0105,2026-08-01 20:10:00,product_view,P031,success
C0105,2026-08-01 20:17:00,cart_add,P031,success
C0105,2026-08-01 20:30:00,checkout_start,P031,success
C0105,2026-08-01 20:33:00,payment_attempt,P031,success
C0105,2026-08-01 20:34:00,payment_success,P031,success
C0105,2026-08-01 20:35:00,order_confirmation,P031,success
C0106,2026-08-12 14:28:00,product_discovery,P034,success
C0106,2026-08-12 14:31:00,product_view,P034,success
C0106,2026-08-12 14:36:00,cart_add,P034,success
C0106,2026-08-12 14:47:00,checkout_start,P034,success
C0107,2026-08-14 15:15:00,product_discovery,P020,success
C0107,2026-08-14 15:16:00,product_view,P020,success
C0108,2026-08-05 15:40:00,product_discovery,P013,success
C0108,2026-08-05 15:42:00,product_view,P013,success
C0109,2026-08-08 11:00:00,product_discovery,P015,success
C0110,2026-08-14 12:20:00,product_discovery,P006,success
C0110,2026-08-14 12:24:00,product_view,P006,success
C0111,2026-08-16 08:34:00,product_discovery,P033,success
C0111,2026-08-16 08:35:00,product_view,P033,success
C0112,2026-08-09 11:49:00,product_discovery,P019,success
C0112,2026-08-09 11:54:00,product_view,P019,success
C0112,2026-08-09 11:57:00,cart_add,P019,success
C0113,2026-08-08 21:49:00,product_discovery,P029,success
C0113,2026-08-08 21:50:00,product_view,P029,success
C0114,2026-08-08 15:52:00,product_discovery,P036,success
C0114,2026-08-08 15:55:00,product_view,P036,success
C0114,2026-08-08 16:04:00,cart_add,P036,success
C0114,2026-08-08 16:14:00,checkout_start,P036,success
C0114,2026-08-08 16:19:00,payment_attempt,P036,success
C0114,2026-08-08 16:24:00,payment_success,P036,success
C0114,2026-08-08 16:25:00,order_confirmation,P036,success
C0115,2026-08-01 22:41:00,product_discovery,P013,success
C0115,2026-08-01 22:42:00,product_view,P013,success
C0116,2026-08-16 06:14:00,product_discovery,P026,success
C0116,2026-08-16 06:15:00,product_view,P026,success
C0116,2026-08-16 06:24:00,cart_add,P026,success
C0116,2026-08-16 06:25:00,checkout_start,P026,success
C0116,2026-08-16 06:27:00,payment_attempt,P026,success
C0116,2026-08-16 06:30:00,payment_success,P026,success
C0116,2026-08-16 06:32:00,order_confirmation,P026,success
C0117,2026-08-15 12:14:00,product_discovery,P018,success
C0117,2026-08-15 12:15:00,product_view,P018,success
C0118,2026-08-06 11:19:00,product_discovery,P015,success
C0118,2026-08-06 11:20:00,product_view,P015,success
C0119,2026-08-04 20:25:00,product_discovery,P025,success
C0119,2026-08-04 20:27:00,product_view,P025,success
C0120,2026-08-04 07:25:00,product_discovery,P029,success
C0120,2026-08-04 07:28:00,product_view,P029,success
C0121,2026-08-09 18:59:00,product_discovery,P029,success
C0121,2026-08-09 19:02:00,product_view,P029,success
C0122,2026-08-20 16:15:00,product_discovery,P023,success
C0122,2026-08-20 16:17:00,product_view,P023,success
C0122,2026-08-20 16:23:00,cart_add,P023,success
C0122,2026-08-20 16:37:00,checkout_start,P023,success
C0123,2026-08-07 08:01:00,product_discovery,P035,success
C0123,2026-08-07 08:06:00,product_view,P035,success
C0124,2026-08-20 08:16:00,product_discovery,P007,success
C0124,2026-08-20 08:20:00,product_view,P007,success
C0125,2026-08-09 01:42:00,product_discovery,P002,success
C0125,2026-08-09 01:45:00,product_view,P002,success
C0125,2026-08-09 01:49:00,cart_add,P002,success
C0125,2026-08-09 02:04:00,checkout_start,P002,success
C0125,2026-08-09 02:12:00,payment_attempt,P002,success
C0125,2026-08-09 02:14:00,payment_success,P002,success
C0125,2026-08-09 02:15:00,order_confirmation,P002,success
C0126,2026-08-16 09:19:00,product_discovery,P032,success
C0126,2026-08-16 09:24:00,product_view,P032,success
C0126,2026-08-16 09:28:00,cart_add,P032,success
C0127,2026-08-08 17:37:00,product_discovery,P037,success
C0127,2026-08-08 17:39:00,product_view,P037,success
C0128,2026-08-05 13:22:00,product_discovery,P008,success
C0128,2026-08-05 13:24:00,product_view,P008,success
C0128,2026-08-05 13:30:00,cart_add,P008,success
C0129,2026-08-12 03:02:00,product_discovery,P019,success
C0130,2026-08-04 00:07:00,product_discovery,P009,success
C0130,2026-08-04 00:12:00,product_view,P009,success
C0131,2026-08-09 14:18:00,product_discovery,P039,success
C0131,2026-08-09 14:21:00,product_view,P039,success
C0132,2026-08-08 03:23:00,product_discovery,P001,success
C0132,2026-08-08 03:24:00,product_view,P001,success
C0133,2026-08-17 10:49:00,product_discovery,P022,success
C0133,2026-08-17 10:54:00,product_view,P022,success
C0133,2026-08-17 11:03:00,cart_add,P022,success
C0133,2026-08-17 11:05:00,checkout_start,P022,success
C0133,2026-08-17 11:13:00,payment_attempt,P022,success
C0133,2026-08-17 11:14:00,payment_success,P022,success
C0133,2026-08-17 11:16:00,order_confirmation,P022,success
C0134,2026-08-04 03:15:00,product_discovery,P015,success
C0134,2026-08-04 03:18:00,product_view,P015,success
C0135,2026-08-07 01:12:00,product_discovery,P020,success
C0135,2026-08-07 01:13:00,product_view,P020,success
C0135,2026-08-07 01:16:00,cart_add,P020,success
C0136,2026-08-05 12:35:00,product_discovery,P026,success
C0136,2026-08-05 12:37:00,product_view,P026,success
C0137,2026-08-04 21:39:00,product_discovery,P004,success
C0137,2026-08-04 21:44:00,product_view,P004,success
C0137,2026-08-04 21:54:00,cart_add,P004,success
C0138,2026-08-17 04:13:00,product_discovery,P020,success
C0139,2026-08-04 18:20:00,product_discovery,P013,success
C0139,2026-08-04 18:24:00,product_view,P013,success
C0140,2026-08-06 06:23:00,product_discovery,P008,success
C0140,2026-08-06 06:24:00,product_view,P008,success
C0141,2026-08-12 05:52:00,product_discovery,P006,success
C0141,2026-08-12 05:57:00,product_view,P006,success
C0142,2026-08-05 15:25:00,product_discovery,P008,success
C0142,2026-08-05 15:30:00,product_view,P008,success
C0142,2026-08-05 15:32:00,cart_add,P008,success
C0143,2026-08-16 00:04:00,product_discovery,P027,success
C0144,2026-08-21 04:55:00,product_discovery,P022,success
C0144,2026-08-21 04:56:00,product_view,P022,success
C0145,2026-08-19 06:17:00,product_discovery,P038,success
C0145,2026-08-19 06:20:00,product_view,P038,success
C0146,2026-08-06 20:20:00,product_discovery,P011,success
C0146,2026-08-06 20:24:00,product_view,P011,success
C0146,2026-08-06 20:31:00,cart_add,P011,success
C0147,2026-08-13 19:14:00,product_discovery,P002,success
C0147,2026-08-13 19:18:00,product_view,P002,success
C0147,2026-08-13 19:26:00,cart_add,P002,success
C0147,2026-08-13 19:32:00,checkout_start,P002,success
C0147,2026-08-13 19:34:00,payment_attempt,P002,success
C0147,2026-08-13 19:38:00,payment_failure,P002,failed
C0148,2026-08-07 01:25:00,product_discovery,P039,success
C0148,2026-08-07 01:27:00,product_view,P039,success
C0149,2026-08-15 20:32:00,product_discovery,P026,success
C0150,2026-08-10 18:57:00,product_discovery,P019,success
C0150,2026-08-10 19:01:00,product_view,P019,success
C0150,2026-08-10 19:02:00,cart_add,P019,success
C0151,2026-08-02 15:00:00,product_discovery,P001,success
C0152,2026-08-02 11:44:00,product_discovery,P016,success
C0152,2026-08-02 11:46:00,product_view,P016,success
C0153,2026-08-17 15:59:00,product_discovery,P031,success
C0153,2026-08-17 16:02:00,product_view,P031,success
C0153,2026-08-17 16:07:00,cart_add,P031,success
C0153,2026-08-17 16:11:00,checkout_start,P031,success
C0153,2026-08-17 16:15:00,payment_attempt,P031,success
C0153,2026-08-17 16:20:00,payment_success,P031,success
C0153,2026-08-17 16:22:00,order_confirmation,P031,success
C0154,2026-08-07 21:54:00,product_discovery,P021,success
C0154,2026-08-07 21:59:00,product_view,P021,success
C0154,2026-08-07 22:05:00,cart_add,P021,success
C0155,2026-08-18 10:46:00,product_discovery,P035,success
C0155,2026-08-18 10:51:00,product_view,P035,success
C0155,2026-08-18 10:52:00,cart_add,P035,success
C0155,2026-08-18 11:00:00,checkout_start,P035,success
C0156,2026-08-09 04:10:00,product_discovery,P030,success
C0157,2026-08-06 13:43:00,product_discovery,P030,success
C0157,2026-08-06 13:48:00,product_view,P030,success
C0157,2026-08-06 13:51:00,cart_add,P030,success
C0158,2026-08-19 16:31:00,product_discovery,P014,success
C0158,2026-08-19 16:34:00,product_view,P014,success
C0158,2026-08-19 16:35:00,cart_add,P014,success
C0158,2026-08-19 16:39:00,checkout_start,P014,success
C0158,2026-08-19 16:47:00,payment_attempt,P014,success
C0158,2026-08-19 16:51:00,payment_success,P014,success
C0158,2026-08-19 16:53:00,order_confirmation,P014,success
C0159,2026-08-15 10:07:00,product_discovery,P021,success
C0159,2026-08-15 10:08:00,product_view,P021,success
C0160,2026-08-03 00:26:00,product_discovery,P008,success
C0160,2026-08-03 00:28:00,product_view,P008,success
C0160,2026-08-03 00:36:00,cart_add,P008,success
C0160,2026-08-03 00:48:00,checkout_start,P008,success
C0160,2026-08-03 00:53:00,payment_attempt,P008,success
C0160,2026-08-03 00:55:00,payment_success,P008,success
C0160,2026-08-03 00:57:00,order_confirmation,P008,success
C0161,2026-08-20 14:02:00,product_discovery,P009,success
C0161,2026-08-20 14:04:00,product_view,P009,success
C0161,2026-08-20 14:13:00,cart_add,P009,success
C0162,2026-08-02 11:39:00,product_discovery,P011,success
C0162,2026-08-02 11:41:00,product_view,P011,success
C0163,2026-08-10 10:00:00,product_discovery,P027,success
C0163,2026-08-10 10:01:00,product_view,P027,success
C0164,2026-08-15 23:13:00,product_discovery,P014,success
C0164,2026-08-15 23:14:00,product_view,P014,success
C0164,2026-08-15 23:18:00,cart_add,P014,success
C0164,2026-08-15 23:28:00,checkout_start,P014,success
C0165,2026-08-07 01:10:00,product_discovery,P029,success
C0165,2026-08-07 01:11:00,product_view,P029,success
C0166,2026-08-11 08:13:00,product_discovery,P019,success
C0166,2026-08-11 08:14:00,product_view,P019,success
C0167,2026-08-10 12:38:00,product_discovery,P040,success
C0167,2026-08-10 12:43:00,product_view,P040,success
C0168,2026-08-20 00:42:00,product_discovery,P010,success
C0168,2026-08-20 00:43:00,product_view,P010,success
C0168,2026-08-20 00:49:00,cart_add,P010,success
C0168,2026-08-20 00:51:00,checkout_start,P010,success
C0168,2026-08-20 00:57:00,payment_attempt,P010,success
C0168,2026-08-20 01:00:00,payment_success,P010,success
C0168,2026-08-20 01:03:00,order_confirmation,P010,success
C0169,2026-08-14 09:24:00,product_discovery,P018,success
C0169,2026-08-14 09:25:00,product_view,P018,success
C0169,2026-08-14 09:35:00,cart_add,P018,success
C0170,2026-08-01 19:44:00,product_discovery,P029,success
C0170,2026-08-01 19:45:00,product_view,P029,success
C0171,2026-08-02 21:49:00,product_discovery,P005,success
C0171,2026-08-02 21:54:00,product_view,P005,success
C0171,2026-08-02 22:00:00,cart_add,P005,success
C0171,2026-08-02 22:08:00,checkout_start,P005,success
C0171,2026-08-02 22:11:00,payment_attempt,P005,success
C0171,2026-08-02 22:13:00,payment_success,P005,success
C0171,2026-08-02 22:16:00,order_confirmation,P005,success
C0172,2026-08-11 13:36:00,product_discovery,P040,success
C0172,2026-08-11 13:39:00,product_view,P040,success
C0173,2026-08-17 23:19:00,product_discovery,P032,success
