customer_id,timestamp,event,product_id,status,channel,transaction_id,order_id
C0010,2026-08-14 15:15:00,product_discovery,P028,success,mobile_app,,
C0010,2026-08-14 15:18:00,product_view,P028,success,mobile_app,,
C0011,2026-08-03 09:38:00,product_discovery,P004,success,website,,
C0011,2026-08-03 09:40:00,product_view,P004,success,website,,
C0011,2026-08-03 09:47:00,cart_add,P004,success,website,,
C0012,2026-08-11 23:37:00,product_discovery,P034,success,mobile_app,,
C0012,2026-08-11 23:42:00,product_view,P034,success,mobile_app,,
C0012,2026-08-11 23:43:00,cart_add,P034,success,mobile_app,,
C0012,2026-08-11 23:45:00,checkout_start,P034,success,mobile_app,,
C0012,2026-08-11 23:50:00,payment_attempt,P034,success,mobile_app,TXNC00126573,
C0012,2026-08-11 23:51:00,payment_success,P034,success,mobile_app,TXNC00126573,
C0012,2026-08-11 23:52:00,order_confirmation,P034,success,mobile_app,TXNC00126573,ORDC00125315
C0012,2026-08-14 01:52:00,delivery,P034,success,mobile_app,,ORDC00125315
C0012,2026-08-25 01:52:00,review,P034,success,mobile_app,,ORDC00125315
C0013,2026-08-12 21:15:00,product_discovery,P039,success,website,,
C0013,2026-08-12 21:17:00,product_view,P039,success,website,,
C0014,2026-08-19 01:14:00,product_discovery,P034,success,website,,
C0014,2026-08-19 01:19:00,product_view,P034,success,website,,
C0015,2026-08-09 14:14:00,product_discovery,P020,success,website,,
C0015,2026-08-09 14:15:00,product_view,P020,success,website,,
C0015,2026-08-09 14:25:00,cart_add,P020,success,website,,
C0015,2026-08-09 14:27:00,checkout_start,P020,success,website,,
C0015,2026-08-09 14:29:00,payment_attempt,P020,success,website,TXNC00159727,
C0015,2026-08-09 14:31:00,payment_success,P020,success,website,TXNC00159727,
C0015,2026-08-09 14:33:00,order_confirmation,P020,success,website,TXNC00159727,ORDC00153705
C0015,2026-08-15 17:33:00,delivery,P020,success,website,,ORDC00153705
C0015,2026-08-24 17:33:00,review,P020,success,website,,ORDC00153705
C0016,2026-08-18 12:28:00,product_discovery,P013,success,mobile_app,,
C0016,2026-08-18 12:32:00,product_view,P013,success,mobile_app,,
C0017,2026-08-13 02:39:00,product_discovery,P029,success,website,,
C0017,2026-08-13 02:41:00,product_view,P029,success,website,,
C0018,2026-08-13 22:30:00,product_discovery,P015,success,website,,
C0019,2026-08-15 16:39:00,product_discovery,P004,success,website,,
C0019,2026-08-15 16:40:00,product_view,P004,success,website,,
C0020,2026-08-06 17:58:00,product_discovery,P018,success,mobile_app,,
C0020,2026-08-06 18:00:00,product_view,P018,success,mobile_app,,
C0021,2026-08-06 20:42:00,product_discovery,P031,success,mobile_app,,
C0022,2026-08-16 07:53:00,product_discovery,P028,success,mobile_app,,
C0022,2026-08-16 07:57:00,product_view,P028,success,mobile_app,,
C0022,2026-08-16 07:58:00,cart_add,P028,success,mobile_app,,
C0023,2026-08-10 11:53:00,product_discovery,P022,success,website,,
C0023,2026-08-10 11:55:00,product_view,P022,success,website,,
C0024,2026-08-10 22:24:00,product_discovery,P012,success,mobile_app,,
C0024,2026-08-10 22:28:00,product_view,P012,success,mobile_app,,
C0025,2026-08-20 22:24:00,product_discovery,P036,success,website,,
C0025,2026-08-20 22:25:00,product_view,P036,success,website,,
C0025,2026-08-20 22:34:00,cart_add,P036,success,website,,
C0025,2026-08-20 22:36:00,checkout_start,P036,success,website,,
C0025,2026-08-20 22:40:00,payment_attempt,P036,success,website,TXNC00258956,
C0025,2026-08-20 22:44:00,payment_success,P036,success,website,TXNC00258956,
C0025,2026-08-20 22:46:00,order_confirmation,P036,success,website,TXNC00258956,ORDC00253697
C0026,2026-08-10 05:13:00,product_discovery,P017,success,mobile_app,,
C0026,2026-08-10 05:16:00,product_view,P017,success,mobile_app,,
C0026,2026-08-10 05:25:00,cart_add,P017,success,mobile_app,,
C0027,2026-08-08 02:02:00,product_discovery,P014,success,website,,
C0027,2026-08-08 02:07:00,product_view,P014,success,website,,
C0027,2026-08-08 02:08:00,cart_add,P014,success,website,,
C0028,2026-08-12 04:23:00,product_discovery,P033,success,website,,
C0028,2026-08-12 04:24:00,product_view,P033,success,website,,
C0028,2026-08-12 04:26:00,cart_add,P033,success,website,,
C0028,2026-08-12 04:28:00,checkout_start,P033,success,website,,
C0028,2026-08-12 04:32:00,payment_attempt,P033,success,website,TXNC00285033,
C0028,2026-08-12 04:37:00,payment_success,P033,success,website,TXNC00285033,
C0028,2026-08-12 04:40:00,order_confirmation,P033,success,website,TXNC00285033,ORDC00289565
C0028,2026-08-15 07:40:00,delivery,P033,success,website,,ORDC00289565
C0028,2026-08-20 07:40:00,review,P033,success,website,,ORDC00289565
C0029,2026-08-10 08:09:00,product_discovery,P009,success,mobile_app,,
C0029,2026-08-10 08:13:00,product_view,P009,success,mobile_app,,
C0030,2026-08-15 11:14:00,product_discovery,P037,success,website,,
C0030,2026-08-15 11:15:00,product_view,P037,success,website,,
C0031,2026-08-09 06:36:00,product_discovery,P005,success,website,,
C0031,2026-08-09 06:39:00,product_view,P005,success,website,,
C0031,2026-08-09 06:47:00,cart_add,P005,success,website,,
C0032,2026-08-19 16:47:00,product_discovery,P034,success,website,,
C0032,2026-08-19 16:52:00,product_view,P034,success,website,,
C0032,2026-08-19 16:54:00,cart_add,P034,success,website,,
C0033,2026-08-03 18:27:00,product_discovery,P036,success,website,,
C0033,2026-08-03 18:30:00,product_view,P036,success,website,,
C0033,2026-08-03 18:34:00,cart_add,P036,success,website,,
C0033,2026-08-03 18:38:00,checkout_start,P036,success,website,,
C0033,2026-08-03 18:43:00,payment_attempt,P036,success,website,TXNC00335114,
C0033,2026-08-03 18:44:00,payment_success,P036,success,website,TXNC00335114,
C0033,2026-08-03 18:46:00,order_confirmation,P036,success,website,TXNC00335114,ORDC00331722
C0033,2026-08-06 19:46:00,delivery,P036,success,website,,ORDC00331722
C0033,2026-08-18 19:46:00,review,P036,success,website,,ORDC00331722
C0034,2026-08-11 09:18:00,product_discovery,P036,success,mobile_app,,
C0035,2026-08-03 01:05:00,product_discovery,P010,success,website,,
C0035,2026-08-03 01:08:00,product_view,P010,success,website,,
C0036,2026-08-02 06:50:00,product_discovery,P020,success,mobile_app,,
C0036,2026-08-02 06:51:00,product_view,P020,success,mobile_app,,
C0036,2026-08-02 06:55:00,cart_add,P020,success,mobile_app,,
C0037,2026-08-19 02:02:00,product_discovery,P036,success,mobile_app,,
C0037,2026-08-19 02:07:00,product_view,P036,success,mobile_app,,
C0037,2026-08-19 02:11:00,cart_add,P036,success,mobile_app,,
C0037,2026-08-19 02:24:00,checkout_start,P036,success,mobile_app,,
C0038,2026-08-18 02:15:00,product_discovery,P022,success,mobile_app,,
C0038,2026-08-18 02:17:00,product_view,P022,success,mobile_app,,
C0039,2026-08-02 05:08:00,product_discovery,P031,success,website,,
C0039,2026-08-02 05:10:00,product_view,P031,success,website,,
C0040,2026-08-20 00:07:00,product_discovery,P015,success,website,,
C0040,2026-08-20 00:08:00,product_view,P015,success,website,,
C0041,2026-08-21 00:03:00,product_discovery,P005,success,mobile_app,,
C0041,2026-08-21 00:06:00,product_view,P005,success,mobile_app,,
C0041,2026-08-21 00:13:00,cart_add,P005,success,mobile_app,,
C0041,2026-08-21 00:27:00,checkout_start,P005,success,mobile_app,,
C0041,2026-08-21 00:28:00,payment_attempt,P005,success,mobile_app,TXNC00415279,
C0041,2026-08-21 00:30:00,payment_success,P005,success,mobile_app,TXNC00415279,
C0041,2026-08-21 00:32:00,order_confirmation,P005,success,mobile_app,TXNC00415279,ORDC00418119
C0041,2026-08-25 03:32:00,delivery,P005,success,mobile_app,,ORDC00418119
C0042,2026-08-03 23:09:00,product_discovery,P025,success,website,,
C0043,2026-08-11 06:08:00,product_discovery,P001,success,website,,
C0043,2026-08-11 06:11:00,product_view,P001,success,website,,
C0043,2026-08-11 06:17:00,cart_add,P001,success,website,,
C0043,2026-08-11 06:28:00,checkout_start,P001,success,website,,
C0043,2026-08-11 06:33:00,payment_attempt,P001,success,website,TXNC00437691,
C0043,2026-08-11 06:36:00,payment_success,P001,success,website,TXNC00437691,
C0043,2026-08-11 06:38:00,order_confirmation,P001,success,website,TXNC00437691,ORDC00434143
C0043,2026-08-16 10:38:00,delivery,P001,success,website,,ORDC00434143
C0044,2026-08-15 08:09:00,product_discovery,P037,success,mobile_app,,
C0044,2026-08-15 08:13:00,product_view,P037,success,mobile_app,,
C0045,2026-08-06 02:47:00,product_discovery,P028,success,mobile_app,,
C0045,2026-08-06 02:51:00,product_view,P028,success,mobile_app,,
C0046,2026-08-19 09:29:00,product_discovery,P011,success,website,,
C0046,2026-08-19 09:32:00,product_view,P011,success,website,,
C0047,2026-08-19 22:58:00,product_discovery,P016,success,mobile_app,,
C0047,2026-08-19 23:00:00,product_view,P016,success,mobile_app,,
C0048,2026-08-06 21:43:00,product_discovery,P031,success,website,,
C0048,2026-08-06 21:47:00,product_view,P031,success,website,,
C0049,2026-08-17 04:18:00,product_discovery,P025,success,mobile_app,,
C0049,2026-08-17 04:22:00,product_view,P025,success,mobile_app,,
C0049,2026-08-17 04:23:00,cart_add,P025,success,mobile_app,,
C0049,2026-08-17 04:37:00,checkout_start,P025,success,mobile_app,,
C0049,2026-08-17 04:39:00,payment_attempt,P025,success,mobile_app,TXNC00494585,
C0049,2026-08-17 04:41:00,payment_success,P025,success,mobile_app,TXNC00494585,
C0049,2026-08-17 04:44:00,order_confirmation,P025,success,mobile_app,TXNC00494585,ORDC00491822
C0049,2026-08-19 06:44:00,delivery,P025,success,mobile_app,,ORDC00491822
C0050,2026-08-16 12:35:00,product_discovery,P034,success,mobile_app,,
C0050,2026-08-16 12:39:00,product_view,P034,success,mobile_app,,
C0051,2026-08-13 19:12:00,product_discovery,P029,success,website,,
C0051,2026-08-13 19:16:00,product_view,P029,success,website,,
C0051,2026-08-13 19:20:00,cart_add,P029,success,website,,
C0051,2026-08-13 19:25:00,checkout_start,P029,success,website,,
C0051,2026-08-13 19:33:00,payment_attempt,P029,success,website,TXNC00515499,
C0051,2026-08-13 19:37:00,payment_failure,P029,failed,website,TXNC00515499,
C0052,2026-08-07 20:02:00,product_discovery,P016,success,mobile_app,,
C0052,2026-08-07 20:05:00,product_view,P016,success,mobile_app,,
C0053,2026-08-04 18:22:00,product_discovery,P015,success,mobile_app,,
C0053,2026-08-04 18:24:00,product_view,P015,success,mobile_app,,
C0054,2026-08-08 20:42:00,product_discovery,P035,success,mobile_app,,
C0055,2026-08-20 06:52:00,product_discovery,P027,success,mobile_app,,
C0055,2026-08-20 06:57:00,product_view,P027,success,mobile_app,,
C0055,2026-08-20 06:58:00,cart_add,P027,success,mobile_app,,
C0055,2026-08-20 07:11:00,checkout_start,P027,success,mobile_app,,
C0056,2026-08-09 08:06:00,product_discovery,P020,success,mobile_app,,
C0056,2026-08-09 08:10:00,product_view,P020,success,mobile_app,,
C0056,2026-08-09 08:19:00,cart_add,P020,success,mobile_app,,
C0057,2026-08-06 07:50:00,product_discovery,P018,success,mobile_app,,
C0058,2026-08-08 23:34:00,product_discovery,P026,success,website,,
C0058,2026-08-08 23:38:00,product_view,P026,success,website,,
C0059,2026-08-10 07:11:00,product_discovery,P038,success,website,,
C0059,2026-08-10 07:12:00,product_view,P038,success,website,,
C0059,2026-08-10 07:15:00,cart_add,P038,success,website,,
C0060,2026-08-09 23:02:00,product_discovery,P021,success,website,,
C0060,2026-08-09 23:06:00,product_view,P021,success,website,,
C0061,2026-08-20 06:20:00,product_discovery,P027,success,mobile_app,,
C0061,2026-08-20 06:21:00,product_view,P027,success,mobile_app,,
C0062,2026-08-09 07:07:00,product_discovery,P015,success,website,,
C0062,2026-08-09 07:08:00,product_view,P015,success,website,,
C0063,2026-08-01 19:07:00,product_discovery,P040,success,website,,
C0063,2026-08-01 19:09:00,product_view,P040,success,website,,
C0064,2026-08-06 07:02:00,product_discovery,P030,success,mobile_app,,
C0064,2026-08-06 07:05:00,product_view,P030,success,mobile_app,,
C0064,2026-08-06 07:15:00,cart_add,P030,success,mobile_app,,
C0065,2026-08-19 23:26:00,product_discovery,P011,success,mobile_app,,
C0065,2026-08-19 23:27:00,product_view,P011,success,mobile_app,,
C0066,2026-08-09 20:58:00,product_discovery,P026,success,website,,
C0066,2026-08-09 20:59:00,product_view,P026,success,website,,
C0067,2026-08-18 21:52:00,product_discovery,P020,success,website,,
C0067,2026-08-18 21:57:00,product_view,P020,success,website,,
C0068,2026-08-16 09:16:00,product_discovery,P024,success,website,,
C0068,2026-08-16 09:21:00,product_view,P024,success,website,,
C0068,2026-08-16 09:22:00,cart_add,P024,success,website,,
C0069,2026-08-11 04:45:00,product_discovery,P024,success,mobile_app,,
C0069,2026-08-11 04:47:00,product_view,P024,success,mobile_app,,
C0069,2026-08-11 04:56:00,cart_add,P024,success,mobile_app,,
C0069,2026-08-11 05:01:00,checkout_start,P024,success,mobile_app,,
C0069,2026-08-11 05:09:00,payment_attempt,P024,success,mobile_app,TXNC00695397,
C0069,2026-08-11 05:12:00,payment_success,P024,success,mobile_app,TXNC00695397,
C0069,2026-08-11 05:13:00,order_confirmation,P024,success,mobile_app,TXNC00695397,ORDC00698385
C0069,2026-08-17 07:13:00,delivery,P024,success,mobile_app,,ORDC00698385
C0070,2026-08-01 23:40:00,product_discovery,P032,success,mobile_app,,
C0070,2026-08-01 23:42:00,product_view,P032,success,mobile_app,,
C0070,2026-08-01 23:48:00,cart_add,P032,success,mobile_app,,
C0071,2026-08-14 21:34:00,product_discovery,P018,success,website,,
C0071,2026-08-14 21:39:00,product_view,P018,success,website,,
C0072,2026-08-10 13:57:00,product_discovery,P032,success,website,,
C0072,2026-08-10 14:01:00,product_view,P032,success,website,,
C0073,2026-08-01 17:25:00,product_discovery,P006,success,mobile_app,,
C0073,2026-08-01 17:27:00,product_view,P006,success,mobile_app,,
C0074,2026-08-14 13:36:00,product_discovery,P024,success,mobile_app,,
C0074,2026-08-14 13:41:00,product_view,P024,success,mobile_app,,
C0074,2026-08-14 13:48:00,cart_add,P024,success,mobile_app,,
C0075,2026-08-17 07:51:00,product_discovery,P030,success,mobile_app,,
C0075,2026-08-17 07:54:00,product_view,P030,success,mobile_app,,
C0075,2026-08-17 07:56:00,cart_add,P030,success,mobile_app,,
C0076,2026-08-13 12:39:00,product_discovery,P012,success,website,,
C0076,2026-08-13 12:41:00,product_view,P012,success,website,,
C0076,2026-08-13 12:46:00,cart_add,P012,success,website,,
C0076,2026-08-13 12:59:00,checkout_start,P012,success,website,,
C0076,2026-08-13 13:04:00,payment_attempt,P012,success,website,TXNC00764180,
C0076,2026-08-13 13:07:00,payment_success,P012,success,website,TXNC00764180,
C0076,2026-08-13 13:08:00,order_confirmation,P012,success,website,TXNC00764180,ORDC00769751
C0076,2026-08-15 15:08:00,delivery,P012,success,website,,ORDC00769751
C0077,2026-08-04 04:57:00,product_discovery,P032,success,website,,
C0077,2026-08-04 04:58:00,product_view,P032,success,website,,
C0078,2026-08-09 02:04:00,product_discovery,P012,success,website,,
C0078,2026-08-09 02:07:00,product_view,P012,success,website,,
C0079,2026-08-02 19:41:00,product_discovery,P026,success,mobile_app,,
C0079,2026-08-02 19:42:00,product_view,P026,success,mobile_app,,
C0080,2026-08-19 18:59:00,product_discovery,P037,success,mobile_app,,
C0080,2026-08-19 19:00:00,product_view,P037,success,mobile_app,,
C0081,2026-08-10 19:17:00,product_discovery,P039,success,website,,
C0081,2026-08-10 19:22:00,product_view,P039,success,website,,
C0082,2026-08-14 17:24:00,product_discovery,P028,success,mobile_app,,
C0082,2026-08-14 17:29:00,product_view,P028,success,mobile_app,,
C0082,2026-08-14 17:39:00,cart_add,P028,success,mobile_app,,
C0082,2026-08-14 17:41:00,checkout_start,P028,success,mobile_app,,
C0082,2026-08-14 17:45:00,payment_attempt,P028,success,mobile_app,TXNC00825335,
C0082,2026-08-14 17:46:00,payment_success,P028,success,mobile_app,TXNC00825335,
C0082,2026-08-14 17:47:00,order_confirmation,P028,success,mobile_app,TXNC00825335,ORDC00823564
C0082,2026-08-21 18:47:00,delivery,P028,success,mobile_app,,ORDC00823564
C0082,2026-08-25 18:47:00,review,P028,success,mobile_app,,ORDC00823564
C0083,2026-08-07 21:20:00,product_discovery,P019,success,mobile_app,,
C0083,2026-08-07 21:21:00,product_view,P019,success,mobile_app,,
C0083,2026-08-07 21:26:00,cart_add,P019,success,mobile_app,,
C0083,2026-08-07 21:37:00,checkout_start,P019,success,mobile_app,,
C0083,2026-08-07 21:41:00,payment_attempt,P019,success,mobile_app,TXNC00839922,
C0083,2026-08-07 21:43:00,payment_success,P019,success,mobile_app,TXNC00839922,
C0083,2026-08-07 21:45:00,order_confirmation,P019,success,mobile_app,TXNC00839922,ORDC00832169
C0083,2026-08-11 22:45:00,delivery,P019,success,mobile_app,,ORDC00832169
C0084,2026-08-07 21:37:00,product_discovery,P029,success,website,,
C0084,2026-08-07 21:41:00,product_view,P029,success,website,,
C0084,2026-08-07 21:48:00,cart_add,P029,success,website,,
C0084,2026-08-07 21:57:00,checkout_start,P029,success,website,,
C0085,2026-08-02 05:46:00,product_discovery,P028,success,mobile_app,,
C0085,2026-08-02 05:51:00,product_view,P028,success,mobile_app,,
C0086,2026-08-16 16:15:00,product_discovery,P037,success,website,,
C0086,2026-08-16 16:18:00,product_view,P037,success,website,,
C0087,2026-08-16 03:48:00,product_discovery,P029,success,mobile_app,,
C0087,2026-08-16 03:50:00,product_view,P029,success,mobile_app,,
C0087,2026-08-16 03:57:00,cart_add,P029,success,mobile_app,,
C0087,2026-08-16 04:05:00,checkout_start,P029,success,mobile_app,,
C0087,2026-08-16 04:13:00,payment_attempt,P029,success,mobile_app,TXNC00876460,
C0087,2026-08-16 04:16:00,payment_success,P029,success,mobile_app,TXNC00876460,
C0087,2026-08-16 04:17:00,order_confirmation,P029,success,mobile_app,TXNC00876460,ORDC00879117
C0087,2026-08-21 07:17:00,delivery,P029,success,mobile_app,,ORDC00879117
C0088,2026-08-11 16:23:00,product_discovery,P006,success,mobile_app,,
C0088,2026-08-11 16:26:00,product_view,P006,success,mobile_app,,
C0088,2026-08-11 16:33:00,cart_add,P006,success,mobile_app,,
C0088,2026-08-11 16:47:00,checkout_start,P006,success,mobile_app,,
C0088,2026-08-11 16:55:00,payment_attempt,P006,success,mobile_app,TXNC00884073,
C0088,2026-08-11 17:00:00,payment_success,P006,success,mobile_app,TXNC00884073,
C0088,2026-08-11 17:02:00,order_confirmation,P006,success,mobile_app,TXNC00884073,ORDC00881845
C0088,2026-08-14 19:02:00,delivery,P006,success,mobile_app,,ORDC00881845
C0089,2026-08-17 05:20:00,product_discovery,P032,success,website,,
C0089,2026-08-17 05:21:00,product_view,P032,success,website,,
C0089,2026-08-17 05:31:00,cart_add,P032,success,website,,
C0090,2026-08-13 20:49:00,product_discovery,P001,success,mobile_app,,
C0090,2026-08-13 20:50:00,product_view,P001,success,mobile_app,,
C0091,2026-08-04 00:09:00,product_discovery,P010,success,mobile_app,,
C0091,2026-08-04 00:12:00,product_view,P010,success,mobile_app,,
C0092,2026-08-12 07:30:00,product_discovery,P031,success,website,,
C0092,2026-08-12 07:34:00,product_view,P031,success,website,,
C0093,2026-08-14 23:20:00,product_discovery,P033,success,website,,
C0093,2026-08-14 23:21:00,product_view,P033,success,website,,
C0094,2026-08-19 06:11:00,product_discovery,P033,success,mobile_app,,
C0094,2026-08-19 06:12:00,product_view,P033,success,mobile_app,,
C0094,2026-08-19 06:17:00,cart_add,P033,success,mobile_app,,
C0094,2026-08-19 06:27:00,checkout_start,P033,success,mobile_app,,
C0094,2026-08-19 06:35:00,payment_attempt,P033,success,mobile_app,TXNC00948316,
C0094,2026-08-19 06:40:00,payment_success,P033,success,mobile_app,TXNC00948316,
C0094,2026-08-19 06:42:00,order_confirmation,P033,success,mobile_app,TXNC00948316,ORDC00949903
C0094,2026-08-23 10:42:00,delivery,P033,success,mobile_app,,ORDC00949903
C0095,2026-08-06 18:25:00,product_discovery,P037,success,mobile_app,,
C0095,2026-08-06 18:27:00,product_view,P037,success,mobile_app,,
C0096,2026-08-18 06:42:00,product_discovery,P031,success,mobile_app,,
C0096,2026-08-18 06:46:00,product_view,P031,success,mobile_app,,
C0097,2026-08-02 04:13:00,product_discovery,P009,success,mobile_app,,
C0097,2026-08-02 04:14:00,product_view,P009,success,mobile_app,,
C0098,2026-08-11 17:32:00,product_discovery,P001,success,website,,
C0098,2026-08-11 17:36:00,product_view,P001,success,website,,
C0099,2026-08-19 02:49:00,product_discovery,P017,success,mobile_app,,
C0099,2026-08-19 02:54:00,product_view,P017,success,mobile_app,,
C0099,2026-08-19 02:56:00,cart_add,P017,success,mobile_app,,
C0099,2026-08-19 03:10:00,checkout_start,P017,success,mobile_app,,
C0099,2026-08-19 03:17:00,payment_attempt,P017,success,mobile_app,TXNC00998994,
C0099,2026-08-19 03:22:00,payment_failure,P017,failed,mobile_app,TXNC00998994,
C0100,2026-08-02 21:22:00,product_discovery,P016,success,mobile_app,,
C0100,2026-08-02 21:24:00,product_view,P016,success,mobile_app,,
C0100,2026-08-02 21:31:00,cart_add,P016,success,mobile_app,,
C0100,2026-08-02 21:44:00,checkout_start,P016,success,mobile_app,,
C0100,2026-08-02 21:46:00,payment_attempt,P016,success,mobile_app,TXNC01005906,
C0100,2026-08-02 21:47:00,payment_failure,P016,failed,mobile_app,TXNC01005906,
C0101,2026-08-19 10:48:00,product_discovery,P004,success,mobile_app,,
C0101,2026-08-19 10:51:00,product_view,P004,success,mobile_app,,
C0102,2026-08-10 17:02:00,product_discovery,P037,success,website,,
C0102,2026-08-10 17:04:00,product_view,P037,success,website,,
C0102,2026-08-10 17:14:00,cart_add,P037,success,website,,
C0102,2026-08-10 17:24:00,checkout_start,P037,success,website,,
C0102,2026-08-10 17:32:00,payment_attempt,P037,success,website,TXNC01023344,
C0102,2026-08-10 17:34:00,payment_success,P037,success,website,TXNC01023344,
C0102,2026-08-10 17:36:00,order_confirmation,P037,success,website,TXNC01023344,ORDC01021153
C0102,2026-08-17 21:36:00,delivery,P037,success,website,,ORDC01021153
C0102,2026-08-23 21:36:00,review,P037,success,website,,ORDC01021153
C0103,2026-08-14 16:53:00,product_discovery,P020,success,mobile_app,,
C0103,2026-08-14 16:56:00,product_view,P020,success,mobile_app,,
C0104,2026-08-10 02:05:00,product_discovery,P031,success,website,,
C0104,2026-08-10 02:07:00,product_view,P031,success,website,,
C0105,2026-08-17 05:53:00,product_discovery,P019,success,website,,
C0105,2026-08-17 05:57:00,product_view,P019,success,website,,
C0105,2026-08-17 06:07:00,cart_add,P019,success,website,,
C0105,2026-08-17 06:20:00,checkout_start,P019,success,website,,
C0105,2026-08-17 06:21:00,payment_attempt,P019,success,website,TXNC01059138,
C0105,2026-08-17 06:24:00,payment_success,P019,success,website,TXNC01059138,
C0105,2026-08-17 06:25:00,order_confirmation,P019,success,website,TXNC01059138,ORDC01056772
C0105,2026-08-23 08:25:00,delivery,P019,success,website,,ORDC01056772
C0106,2026-08-18 19:08:00,product_discovery,P009,success,website,,
C0106,2026-08-18 19:09:00,product_view,P009,success,website,,
C0107,2026-08-09 15:15:00,product_discovery,P009,success,website,,
C0107,2026-08-09 15:18:00,product_view,P009,success,website,,
C0108,2026-08-04 08:10:00,product_discovery,P035,success,mobile_app,,
C0108,2026-08-04 08:15:00,product_view,P035,success,mobile_app,,
C0108,2026-08-04 08:20:00,cart_add,P035,success,mobile_app,,
C0108,2026-08-04 08:25:00,checkout_start,P035,success,mobile_app,,
C0108,2026-08-04 08:33:00,payment_attempt,P035,success,mobile_app,TXNC01085835,
C0108,2026-08-04 08:36:00,payment_success,P035,success,mobile_app,TXNC01085835,
C0108,2026-08-04 08:38:00,order_confirmation,P035,success,mobile_app,TXNC01085835,ORDC01083306
C0108,2026-08-11 10:38:00,delivery,P035,success,mobile_app,,ORDC01083306
C0109,2026-08-20 13:53:00,product_discovery,P036,success,mobile_app,,
C0109,2026-08-20 13:54:00,product_view,P036,success,mobile_app,,
C0110,2026-08-04 03:29:00,product_discovery,P030,success,mobile_app,,
C0110,2026-08-04 03:32:00,product_view,P030,success,mobile_app,,
C0111,2026-08-06 15:41:00,product_discovery,P031,success,website,,
C0111,2026-08-06 15:46:00,product_view,P031,success,website,,
C0112,2026-08-15 05:11:00,product_discovery,P015,success,website,,
C0112,2026-08-15 05:15:00,product_view,P015,success,website,,
C0112,2026-08-15 05:20:00,cart_add,P015,success,website,,
C0113,2026-08-02 04:19:00,product_discovery,P020,success,mobile_app,,
C0114,2026-08-13 13:34:00,product_discovery,P009,success,mobile_app,,
C0114,2026-08-13 13:38:00,product_view,P009,success,mobile_app,,
C0115,2026-08-18 05:22:00,product_discovery,P010,success,mobile_app,,
C0115,2026-08-18 05:23:00,product_view,P010,success,mobile_app,,
C0116,2026-08-07 16:46:00,product_discovery,P003,success,mobile_app,,
C0116,2026-08-07 16:48:00,product_view,P003,success,mobile_app,,
C0116,2026-08-07 16:52:00,cart_add,P003,success,mobile_app,,
C0116,2026-08-07 16:54:00,checkout_start,P003,success,mobile_app,,
C0116,2026-08-07 17:00:00,payment_attempt,P003,success,mobile_app,TXNC01166876,
C0116,2026-08-07 17:01:00,payment_success,P003,success,mobile_app,TXNC01166876,
C0116,2026-08-07 17:02:00,order_confirmation,P003,success,mobile_app,TXNC01166876,ORDC01168450
C0116,2026-08-14 18:02:00,delivery,P003,success,mobile_app,,ORDC01168450
