customer_id,timestamp,event,product_id,status,channel,transaction_id,order_id,purchase_reason,customer_satisfaction,delivery_satisfaction,abandonment_reason
C0038,2026-08-18 08:52:00,delivery,P039,success,website,,ORDC00386255,,,,
C0038,2026-08-18 08:52:00,purchase_reason_recorded,P039,info,website,TXNC00388051,ORDC00386255,Good price,2.0,2.0,
C0039,2026-08-02 16:09:00,product_discovery,P002,success,mobile_app,,,,,,
C0039,2026-08-02 16:12:00,product_view,P002,success,mobile_app,,,,,,
C0040,2026-08-09 10:39:00,product_discovery,P029,success,mobile_app,,,,,,
C0040,2026-08-09 10:40:00,product_view,P029,success,mobile_app,,,,,,
C0041,2026-08-07 12:03:00,product_discovery,P021,success,website,,,,,,
C0042,2026-08-18 04:06:00,product_discovery,P014,success,website,,,,,,
C0042,2026-08-18 04:10:00,product_view,P014,success,website,,,,,,
C0043,2026-08-03 19:52:00,product_discovery,P032,success,mobile_app,,,,,,
C0043,2026-08-03 19:57:00,product_view,P032,success,mobile_app,,,,,,
C0044,2026-08-11 04:26:00,product_discovery,P031,success,website,,,,,,
C0044,2026-08-11 04:28:00,product_view,P031,success,website,,,,,,
C0045,2026-08-15 13:48:00,product_discovery,P027,success,website,,,,,,
C0045,2026-08-15 13:51:00,product_view,P027,success,website,,,,,,
C0045,2026-08-15 13:53:00,cart_add,P027,success,website,,,,,,
C0045,2026-08-15 14:03:00,checkout_start,P027,success,website,,,,,,
C0045,2026-08-15 14:11:00,payment_attempt,P027,success,website,TXNC00458893,,,,,
C0045,2026-08-15 14:14:00,payment_success,P027,success,website,TXNC00458893,,,,,
C0045,2026-08-15 14:17:00,order_confirmation,P027,success,website,TXNC00458893,ORDC00457333,,,,
C0045,2026-08-17 18:17:00,delivery,P027,success,website,,ORDC00457333,,,,
C0045,2026-08-18 18:17:00,return,P027,success,website,,ORDC00457333,,,,
C0045,2026-08-21 18:17:00,review,P027,success,website,,ORDC00457333,,,,
C0045,2026-08-21 18:17:00,purchase_reason_recorded,P027,info,website,TXNC00458893,ORDC00457333,Trusted brand,4.0,3.0,
C0046,2026-08-13 02:42:00,product_discovery,P039,success,mobile_app,,,,,,
C0046,2026-08-13 02:46:00,product_view,P039,success,mobile_app,,,,,,
C0046,2026-08-13 02:51:00,cart_add,P039,success,mobile_app,,,,,,
C0046,2026-08-13 02:55:00,checkout_start,P039,success,mobile_app,,,,,,
C0046,2026-08-13 03:00:00,payment_attempt,P039,success,mobile_app,TXNC00461148,,,,,
C0046,2026-08-13 03:05:00,payment_success,P039,success,mobile_app,TXNC00461148,,,,,
C0046,2026-08-13 03:06:00,order_confirmation,P039,success,mobile_app,TXNC00461148,ORDC00463136,,,,
C0046,2026-08-20 04:06:00,delivery,P039,success,mobile_app,,ORDC00463136,,,,
C0046,2026-08-24 04:06:00,review,P039,success,mobile_app,,ORDC00463136,,,,
C0046,2026-08-24 04:06:00,purchase_reason_recorded,P039,info,mobile_app,TXNC00461148,ORDC00463136,Good price,2.0,4.0,
C0047,2026-08-07 07:30:00,product_discovery,P012,success,mobile_app,,,,,,
C0047,2026-08-07 07:35:00,product_view,P012,success,mobile_app,,,,,,
C0048,2026-08-08 03:28:00,product_discovery,P035,success,website,,,,,,
C0048,2026-08-08 03:33:00,product_view,P035,success,website,,,,,,
C0048,2026-08-08 03:39:00,cart_add,P035,success,website,,,,,,
C0048,2026-08-08 03:41:00,cart_add,P035,abandoned,website,,,,,,Delivery cost too high
C0049,2026-08-16 16:15:00,product_discovery,P024,success,website,,,,,,
C0049,2026-08-16 16:19:00,product_view,P024,success,website,,,,,,
C0050,2026-08-12 09:17:00,product_discovery,P027,success,mobile_app,,,,,,
C0050,2026-08-12 09:20:00,product_view,P027,success,mobile_app,,,,,,
C0051,2026-08-11 17:49:00,product_discovery,P039,success,mobile_app,,,,,,
C0051,2026-08-11 17:52:00,product_view,P039,success,mobile_app,,,,,,
C0052,2026-08-19 23:38:00,product_discovery,P016,success,website,,,,,,
C0053,2026-08-13 18:39:00,product_discovery,P029,success,website,,,,,,
C0053,2026-08-13 18:43:00,product_view,P029,success,website,,,,,,
C0054,2026-08-06 20:02:00,product_discovery,P013,success,mobile_app,,,,,,
C0054,2026-08-06 20:07:00,product_view,P013,success,mobile_app,,,,,,
C0054,2026-08-06 20:14:00,cart_add,P013,success,mobile_app,,,,,,
C0054,2026-08-06 20:18:00,checkout_start,P013,success,mobile_app,,,,,,
C0054,2026-08-06 20:24:00,payment_attempt,P013,success,mobile_app,TXNC00542375,,,,,
C0054,2026-08-06 20:27:00,payment_success,P013,success,mobile_app,TXNC00542375,,,,,
C0054,2026-08-06 20:28:00,order_confirmation,P013,success,mobile_app,TXNC00542375,ORDC00546372,,,,
C0054,2026-08-08 21:28:00,delivery,P013,success,mobile_app,,ORDC00546372,,,,
C0054,2026-08-13 21:28:00,review,P013,success,mobile_app,,ORDC00546372,,,,
C0054,2026-08-13 21:28:00,purchase_reason_recorded,P013,info,mobile_app,TXNC00542375,ORDC00546372,Good price,5.0,2.0,
C0055,2026-08-18 04:29:00,product_discovery,P037,success,mobile_app,,,,,,
C0056,2026-08-10 09:59:00,product_discovery,P008,success,website,,,,,,
C0056,2026-08-10 10:01:00,product_view,P008,success,website,,,,,,
C0057,2026-08-09 06:16:00,product_discovery,P006,success,website,,,,,,
C0057,2026-08-09 06:17:00,product_view,P006,success,website,,,,,,
C0058,2026-08-19 04:26:00,product_discovery,P015,success,mobile_app,,,,,,
C0058,2026-08-19 04:30:00,product_view,P015,success,mobile_app,,,,,,
C0058,2026-08-19 04:39:00,cart_add,P015,success,mobile_app,,,,,,
C0058,2026-08-19 04:53:00,checkout_start,P015,success,mobile_app,,,,,,
C0058,2026-08-19 04:59:00,payment_attempt,P015,success,mobile_app,TXNC00582514,,,,,
C0058,2026-08-19 05:03:00,payment_success,P015,success,mobile_app,TXNC00582514,,,,,
C0058,2026-08-19 05:04:00,order_confirmation,P015,success,mobile_app,TXNC00582514,ORDC00586769,,,,
C0058,2026-08-21 09:04:00,delivery,P015,success,mobile_app,,ORDC00586769,,,,
C0058,2026-08-21 09:04:00,purchase_reason_recorded,P015,info,mobile_app,TXNC00582514,ORDC00586769,Good price,3.0,2.0,
C0059,2026-08-10 01:34:00,product_discovery,P019,success,website,,,,,,
C0059,2026-08-10 01:38:00,product_view,P019,success,website,,,,,,
C0059,2026-08-10 01:41:00,cart_add,P019,success,website,,,,,,
C0059,2026-08-10 01:53:00,checkout_start,P019,success,website,,,,,,
C0059,2026-08-10 01:55:00,payment_attempt,P019,success,website,TXNC00593690,,,,,
C0059,2026-08-10 01:56:00,payment_success,P019,success,website,TXNC00593690,,,,,
C0060,2026-08-08 18:10:00,product_discovery,P026,success,mobile_app,,,,,,
C0060,2026-08-08 18:12:00,product_view,P026,success,mobile_app,,,,,,
C0061,2026-08-02 13:35:00,product_discovery,P008,success,mobile_app,,,,,,
C0061,2026-08-02 13:36:00,product_view,P008,success,mobile_app,,,,,,
C0062,2026-08-15 19:46:00,product_discovery,P029,success,mobile_app,,,,,,
C0062,2026-08-15 19:48:00,product_view,P029,success,mobile_app,,,,,,
C0063,2026-08-21 05:12:00,product_discovery,P025,success,mobile_app,,,,,,
C0063,2026-08-21 05:17:00,product_view,P025,success,mobile_app,,,,,,
C0064,2026-08-07 19:50:00,product_discovery,P023,success,website,,,,,,
C0064,2026-08-07 19:53:00,product_view,P023,success,website,,,,,,
C0064,2026-08-07 20:01:00,cart_add,P023,success,website,,,,,,
C0064,2026-08-07 20:10:00,checkout_start,P023,success,website,,,,,,
C0064,2026-08-07 20:11:00,payment_attempt,P023,success,website,TXNC00643615,,,,,
C0064,2026-08-07 20:12:00,payment_success,P023,success,website,TXNC00643615,,,,,
C0065,2026-08-08 05:20:00,product_discovery,P008,success,website,,,,,,
C0066,2026-08-06 05:55:00,product_discovery,P026,success,mobile_app,,,,,,
C0066,2026-08-06 06:00:00,product_view,P026,success,mobile_app,,,,,,
C0066,2026-08-06 06:03:00,cart_add,P026,success,mobile_app,,,,,,
C0066,2026-08-06 06:11:00,checkout_start,P026,success,mobile_app,,,,,,
C0066,2026-08-06 06:13:00,payment_attempt,P026,success,mobile_app,TXNC00665241,,,,,
C0066,2026-08-06 06:14:00,payment_success,P026,success,mobile_app,TXNC00665241,,,,,
C0066,2026-08-06 06:15:00,order_confirmation,P026,success,mobile_app,TXNC00665241,ORDC00666066,,,,
C0066,2026-08-11 09:15:00,delivery,P026,success,mobile_app,,ORDC00666066,,,,
C0066,2026-08-17 09:15:00,review,P026,success,mobile_app,,ORDC00666066,,,,
C0066,2026-08-17 09:15:00,purchase_reason_recorded,P026,info,mobile_app,TXNC00665241,ORDC00666066,Good price,4.0,2.0,
C0067,2026-08-20 02:34:00,product_discovery,P008,success,website,,,,,,
C0067,2026-08-20 02:37:00,product_view,P008,success,website,,,,,,
C0068,2026-08-14 14:04:00,product_discovery,P002,success,mobile_app,,,,,,
C0068,2026-08-14 14:08:00,product_view,P002,success,mobile_app,,,,,,
C0068,2026-08-14 14:12:00,cart_add,P002,success,mobile_app,,,,,,
C0068,2026-08-14 14:14:00,checkout_start,P002,success,mobile_app,,,,,,
C0068,2026-08-14 14:20:00,payment_attempt,P002,success,mobile_app,TXNC00688465,,,,,
C0068,2026-08-14 14:22:00,payment_success,P002,success,mobile_app,TXNC00688465,,,,,
C0068,2026-08-14 14:24:00,order_confirmation,P002,success,mobile_app,TXNC00688465,ORDC00682307,,,,
C0068,2026-08-17 18:24:00,delivery,P002,success,mobile_app,,ORDC00682307,,,,
C0068,2026-08-17 18:24:00,purchase_reason_recorded,P002,info,mobile_app,TXNC00688465,ORDC00682307,Fast delivery promised,4.0,5.0,
C0069,2026-08-19 22:25:00,product_discovery,P025,success,mobile_app,,,,,,
C0069,2026-08-19 22:26:00,product_view,P025,success,mobile_app,,,,,,
C0070,2026-08-04 00:12:00,product_discovery,P039,success,website,,,,,,
C0070,2026-08-04 00:13:00,product_view,P039,success,website,,,,,,
C0071,2026-08-20 03:23:00,product_discovery,P013,success,mobile_app,,,,,,
C0071,2026-08-20 03:27:00,product_view,P013,success,mobile_app,,,,,,
C0072,2026-08-18 21:37:00,product_discovery,P037,success,mobile_app,,,,,,
C0072,2026-08-18 21:41:00,product_view,P037,success,mobile_app,,,,,,
C0073,2026-08-19 21:27:00,product_discovery,P008,success,mobile_app,,,,,,
C0073,2026-08-19 21:28:00,product_view,P008,success,mobile_app,,,,,,
C0073,2026-08-19 21:36:00,cart_add,P008,success,mobile_app,,,,,,
C0073,2026-08-19 21:48:00,checkout_start,P008,success,mobile_app,,,,,,
C0073,2026-08-19 21:54:00,payment_attempt,P008,success,mobile_app,TXNC00733314,,,,,
C0073,2026-08-19 21:56:00,payment_success,P008,success,mobile_app,TXNC00733314,,,,,
C0073,2026-08-19 21:58:00,order_confirmation,P008,success,mobile_app,TXNC00733314,ORDC00735998,,,,
C0073,2026-08-23 01:58:00,delivery,P008,success,mobile_app,,ORDC00735998,,,,
C0073,2026-08-23 01:58:00,purchase_reason_recorded,P008,info,mobile_app,TXNC00733314,ORDC00735998,Fast delivery promised,4.0,3.0,
C0074,2026-08-19 00:37:00,product_discovery,P030,success,website,,,,,,
C0074,2026-08-19 00:38:00,product_view,P030,success,website,,,,,,
C0075,2026-08-05 15:25:00,product_discovery,P038,success,website,,,,,,
C0075,2026-08-05 15:29:00,product_view,P038,success,website,,,,,,
C0076,2026-08-20 13:38:00,product_discovery,P002,success,mobile_app,,,,,,
C0076,2026-08-20 13:43:00,product_view,P002,success,mobile_app,,,,,,
C0076,2026-08-20 13:50:00,cart_add,P002,success,mobile_app,,,,,,
C0076,2026-08-20 13:55:00,checkout_start,P002,success,mobile_app,,,,,,
C0076,2026-08-20 13:57:00,payment_attempt,P002,success,mobile_app,TXNC00765879,,,,,
C0076,2026-08-20 13:59:00,payment_success,P002,success,mobile_app,TXNC00765879,,,,,
C0076,2026-08-20 14:01:00,order_confirmation,P002,success,mobile_app,TXNC00765879,ORDC00768123,,,,
C0076,2026-08-27 15:01:00,delivery,P002,success,mobile_app,,ORDC00768123,,,,
C0076,2026-08-27 15:01:00,purchase_reason_recorded,P002,info,mobile_app,TXNC00765879,ORDC00768123,Product reviews,5.0,4.0,
C0077,2026-08-12 17:16:00,product_discovery,P023,success,mobile_app,,,,,,
C0077,2026-08-12 17:20:00,product_view,P023,success,mobile_app,,,,,,
C0078,2026-08-12 09:42:00,product_discovery,P002,success,mobile_app,,,,,,
C0078,2026-08-12 09:47:00,product_view,P002,success,mobile_app,,,,,,
C0079,2026-08-01 08:23:00,product_discovery,P012,success,mobile_app,,,,,,
C0079,2026-08-01 08:27:00,product_view,P012,success,mobile_app,,,,,,
C0079,2026-08-01 08:33:00,cart_add,P012,success,mobile_app,,,,,,
C0079,2026-08-01 08:37:00,cart_add,P012,abandoned,mobile_app,,,,,,Just browsing
C0080,2026-08-21 06:47:00,product_discovery,P023,success,mobile_app,,,,,,
C0080,2026-08-21 06:48:00,product_view,P023,success,mobile_app,,,,,,
C0080,2026-08-21 06:50:00,cart_add,P023,success,mobile_app,,,,,,
C0080,2026-08-21 07:05:00,cart_add,P023,abandoned,mobile_app,,,,,,Found a better deal elsewhere
C0081,2026-08-10 07:11:00,product_discovery,P011,success,website,,,,,,
C0081,2026-08-10 07:14:00,product_view,P011,success,website,,,,,,
C0082,2026-08-04 13:47:00,product_discovery,P024,success,website,,,,,,
C0082,2026-08-04 13:48:00,product_view,P024,success,website,,,,,,
C0082,2026-08-04 13:53:00,cart_add,P024,success,website,,,,,,
C0082,2026-08-04 14:05:00,checkout_start,P024,success,website,,,,,,
C0082,2026-08-04 14:08:00,payment_attempt,P024,success,website,TXNC00822668,,,,,
C0082,2026-08-04 14:09:00,payment_success,P024,success,website,TXNC00822668,,,,,
C0082,2026-08-04 14:12:00,order_confirmation,P024,success,website,TXNC00822668,ORDC00824213,,,,
C0083,2026-08-16 22:58:00,product_discovery,P018,success,website,,,,,,
C0083,2026-08-16 23:03:00,product_view,P018,success,website,,,,,,
C0084,2026-08-14 11:36:00,product_discovery,P008,success,mobile_app,,,,,,
C0084,2026-08-14 11:38:00,product_view,P008,success,mobile_app,,,,,,
C0085,2026-08-11 18:25:00,product_discovery,P006,success,website,,,,,,
C0086,2026-08-13 18:49:00,product_discovery,P031,success,website,,,,,,
C0086,2026-08-13 18:50:00,product_view,P031,success,website,,,,,,
C0087,2026-08-13 18:41:00,product_discovery,P021,success,website,,,,,,
C0087,2026-08-13 18:42:00,product_view,P021,success,website,,,,,,
C0087,2026-08-13 18:46:00,cart_add,P021,success,website,,,,,,
C0087,2026-08-13 18:55:00,cart_add,P021,abandoned,website,,,,,,Just browsing
C0088,2026-08-15 19:08:00,product_discovery,P011,success,website,,,,,,
C0088,2026-08-15 19:12:00,product_view,P011,success,website,,,,,,
C0089,2026-08-14 19:49:00,product_discovery,P015,success,mobile_app,,,,,,
C0089,2026-08-14 19:52:00,product_view,P015,success,mobile_app,,,,,,
C0089,2026-08-14 19:59:00,cart_add,P015,success,mobile_app,,,,,,
C0089,2026-08-14 20:14:00,cart_add,P015,abandoned,mobile_app,,,,,,Price too high
C0090,2026-08-03 19:07:00,product_discovery,P009,success,mobile_app,,,,,,
C0091,2026-08-11 17:21:00,product_discovery,P020,success,mobile_app,,,,,,
C0091,2026-08-11 17:22:00,product_view,P020,success,mobile_app,,,,,,
C0091,2026-08-11 17:32:00,cart_add,P020,success,mobile_app,,,,,,
C0091,2026-08-11 17:41:00,checkout_start,P020,success,mobile_app,,,,,,
C0092,2026-08-13 17:15:00,product_discovery,P022,success,website,,,,,,
C0092,2026-08-13 17:19:00,product_view,P022,success,website,,,,,,
C0093,2026-08-16 05:42:00,product_discovery,P035,success,website,,,,,,
C0093,2026-08-16 05:45:00,product_view,P035,success,website,,,,,,
C0093,2026-08-16 05:50:00,cart_add,P035,success,website,,,,,,
C0093,2026-08-16 05:51:00,checkout_start,P035,success,website,,,,,,
C0094,2026-08-20 10:23:00,product_discovery,P028,success,mobile_app,,,,,,
C0094,2026-08-20 10:27:00,product_view,P028,success,mobile_app,,,,,,
C0095,2026-08-06 05:13:00,product_discovery,P001,success,website,,,,,,
C0096,2026-08-18 19:32:00,product_discovery,P036,success,website,,,,,,
C0097,2026-08-10 21:17:00,product_discovery,P013,success,website,,,,,,
C0097,2026-08-10 21:20:00,product_view,P013,success,website,,,,,,
C0098,2026-08-18 15:48:00,product_discovery,P006,success,website,,,,,,
C0098,2026-08-18 15:49:00,product_view,P006,success,website,,,,,,
C0099,2026-08-16 10:55:00,product_discovery,P006,success,mobile_app,,,,,,
C0099,2026-08-16 10:56:00,product_view,P006,success,mobile_app,,,,,,
C0100,2026-08-10 23:00:00,product_discovery,P010,success,mobile_app,,,,,,
C0100,2026-08-10 23:04:00,product_view,P010,success,mobile_app,,,,,,
C0101,2026-08-20 12:54:00,product_discovery,P039,success,mobile_app,,,,,,
C0101,2026-08-20 12:56:00,product_view,P039,success,mobile_app,,,,,,
C0101,2026-08-20 13:01:00,cart_add,P039,success,mobile_app,,,,,,
C0101,2026-08-20 13:06:00,cart_add,P039,abandoned,mobile_app,,,,,,Changed my mind
C0102,2026-08-06 17:03:00,product_discovery,P036,success,website,,,,,,
C0102,2026-08-06 17:05:00,product_view,P036,success,website,,,,,,
